title,description,prod_details,ASIN,Manfacturer
"Wenger CRANGO 16 Inch Laptop Backpack with Organizer for essentials, Dedicated patch for a bicycle light in Rust Alps Print (27 Litre)-blend of style & function, Swiss designed, 612030","  Care Instructions: Hand Wash Only    Laptop & Tablet Pocket: Padded 16"" laptop compartment with an essentials organizer that keeps power cords, chargers & business cards neat & accessible. Keep your laptop & tablet secure in its own convenient pocket.    Comprehensive Features: Store paperwork, books, or magazines in an additional file pocket.    Optimum Comfort with Functionality: A dedicated patch secures your bicycle light when you're off the road. Adjustable shoulder straps for maximum comfort.    Dimensions & Material: Size 22 x 33 x 46 cm Capacity 27 l Material Polyester/PVC    3-Year Wenger Warranty Our products undergo strict quality controls and rigorous testing standards. Nevertheless, should you encounter a problem with your product, we are offering you a 3-year warranty.   ","  Product Dimensions:33 x 22 x 46 cm; 400 Grams   Date First Available:4 November 2020   Manufacturer:Wenger   ASIN:B08MCGYVQ6   Item model number:612030   Country of Origin:China   Department:Unisex-adult   Manufacturer:Wenger, Victorinox India Pvt. Ltd - +91 22 62628888   Packer:Victorinox India Pvt. Ltd - +91 22 62628888   Importer:Victorinox India Pvt. Ltd - +91 22 62628888   Item Weight:400 g   Item Dimensions LxWxH:33 x 22 x 46 Centimeters   Net Quantity:1 Count   Included Components:Backpack   Generic Name:Laptop Backpack  ",B08MCGYVQ6,Wenger
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),"  Non-Toxic and soft fabric good quality and washable    Soft and cuddly filling printed work    Soft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bag    Very attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved one    trap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper   ","  Is Discontinued By Manufacturer:No   Product Dimensions:10 x 20 x 30 cm; 300 Grams   Date First Available:31 December 2015   Manufacturer:Rushi Enterprise   ASIN:B07Y2BFJ1B   Item model number:IMP-BAG-FUNKY_PANDA-DARK BLU   Country of Origin:India   Department:Unisex-adult   Manufacturer:Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876   Packer:Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876   Item Weight:300 g   Item Dimensions LxWxH:10 x 20 x 30 Centimeters   Net Quantity:1 Count   Included Components:Kids Bag   Generic Name:Kids Bag  ",B07Y2BFJ1B,No
ADISA Women's Sling Bag,  Outer Material : PU / Synthetic Leather    Closure : Turn Lock; Compartments: 1; Pockets: 1    Dimensions : L x W x H - 8.1 x 2.75 x 6 inches    Inner Material Type : Polyester    Age Range Description : Adult; Outer Material Type: Polyurethane   ,"  Product Dimensions:20.32 x 7.62 x 17.15 cm; 410 Grams   Date First Available:24 August 2020   Manufacturer:ADISA   ASIN:B08Q4FHQLN   Item model number:SL5038   Country of Origin:India   Department:Women   Manufacturer:ADISA, careadisa@gmail.com   Item Weight:410 g   Item Dimensions LxWxH:20.3 x 7.6 x 17.1 Centimeters   Net Quantity:1.00 Handbag   Included Components:Sling Bag   Generic Name:Sling bag  ",B08Q4FHQLN,ADISA
Wenger Reload 14 Inch (11 Litre) Black Laptop Backpack Swiss Designed - 601068,"  Padded 14'' laptop compartment and dedicated tablet pocket with anti-scratch lining    Essentials organizer keeps power cords, chargers and business cards neat and accessible    Pass-Thru trolley sleeve slides over the handle of wheeled luggage for easy travel with multiple bags    Capacity: 11 liters; Weight: 90 grams; Dimensions: 17 cms x 28 cms x 42 cms (LxWxH)    ""3-Year Wenger Warranty Our products undergo strict quality controls and rigorous testing standards. Nevertheless, should you encounter a problem with your product, we are offering you a 3-year warranty.""   ","  Is Discontinued By Manufacturer:No   Product Dimensions:27 x 15 x 42 cm; 805 Grams   Date First Available:5 August 2020   Manufacturer:Wenger   ASIN:B01BE1G638   Item model number:601068   Country of Origin:China   Department:Unisex-adult   Manufacturer:Wenger, Victorinox India Pvt. Ltd - +91 22 62628888   Packer:Victorinox India Pvt. Ltd - +91 22 62628888   Importer:Victorinox India Pvt. Ltd - +91 22 62628888   Item Weight:805 g   Item Dimensions LxWxH:27 x 15 x 42 Centimeters   Net Quantity:1.00 count   Generic Name:Laptop Backpack  ",B01BE1G638,No
Urban Tribe Amigo Backpack 15.6 Inch| Water Repellent |31 litres | Laptop Backpack for Men and Women,"  Suitcase-style, full-wrap zipper opening on the main compartment. Subdivided zippered mesh compartment on the left side.    Padded laptop compartment, compatible with 15.6” laptop.   ","  Is Discontinued By Manufacturer:No   Product Dimensions:50.8 x 30.5 x 20.3 cm; 499 Grams   Date First Available:18 February 2021   Manufacturer:BACKPACK INTERNATIONAL PVT LTD.   ASIN:B08X2FD3T8   Item model number:8904249605229   Country of Origin:India   Department:Unisex-adult   Manufacturer:BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901   Packer:Backpack International Pvt Ltd, Contact no +919769487901   Item Weight:499 g   Item Dimensions LxWxH:50.8 x 30.5 x 20.3 Centimeters   Net Quantity:1.00 count   Generic Name:Backpacks  ",B08X2FD3T8,No
"Wenger Quadma ML 16 Inch Laptop Backpack in Black (22 Litres)-blend of style & function, Swiss designed, 612019","  Care Instructions: Hand Wash Only    Laptop & Tablet Pocket: 4 Zippered compartments with a padded 16'' laptop compartment. Keep your laptop & tablet secure in its own convenient pocket.    Comprehensive Features: Essentials organizer keeps power cords, chargers and business cards neat and accessible. Mesh side pocket holds a water bottle or umbrella.    Optimum Comfort with Functionality: Padded grab handle provides maximum comfort when carrying the backpack by hand. Quickly tighten or loosen the shoulder straps to your desired fit with these convenient thumb-ring adjusters & Airflow back padding keeps the wearer cool.    Dimensions & Material: Size 17 x 33 x 43 cm Capacity 22 L Material Polyester    3-Year Wenger Warranty Our products undergo strict quality controls & rigorous testing standards. Nevertheless, should you encounter a problem with your product, we are offering you a 3-year warranty.   ","  Product Dimensions:22 x 28 x 44 cm; 560 Grams   Date First Available:2 November 2021   Manufacturer:Victorinox   ASIN:B09KV8PG66   Item model number:612019   Country of Origin:India   Department:Unisex-adult   Manufacturer:Victorinox, Victorinox India Pvt Ltd.   Packer:Victorinox India Pvt Ltd.   Importer:Victorinox India Pvt Ltd.   Item Weight:560 g   Item Dimensions LxWxH:22 x 28 x 44 Centimeters   Net Quantity:1 Count   Generic Name:Backpacks  ",B09KV8PG66,Victorinox
Northzone Boy's & Girl's Waterproof Material 34 Litres Sport School College Laptop Backpack With USB Charging - Laptop size upto 15.6 inches Capacity - upto 35 Ltrs ( Black),"  Fit Type: Regular    Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.    Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.    Loaded with Great Features: Anti Theft Lock, Luggage Belt, USB Port Design with built in USB charger outside and built in charging cable inside(Not Include Power Bank). When walking, hiking, traveling, taking a bus, the backpack is convenient for charging smartphones/tablets/other devices.    Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.    Strap Type: Adjustable Handle; Style Name: Daypack Backpacks; Special Features: Expandable; Color Name: Black; Compartment Description: Up To 16 Inches; Closure Type: Zipper Snap; Age Range Description: Adult; Pattern Name: Plaid; Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacture Warranty   ",  Product Dimensions:38.1 x 73.66 x 111.76 cm; 1 Kilograms   Date First Available:23 November 2021   Manufacturer:Shaba bags   ASIN:B09MFWNY2C   Item model number:North01   Country of Origin:India   Department:Unisex-adult   Manufacturer:Shaba bags   Item Weight:1 kg   Item Dimensions LxWxH:38.1 x 73.7 x 111.8 Centimeters  ,B09MFWNY2C,Shaba bags
F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,  2 Compartment with laptop sleeve (Up to 18 inch) with comprehensive pen-accessories organizer and one mesh zip pocket.    2 Exterior Pockets and 2 side mesh bottle holder. Adjustable shoulder strip    Adjustable Shoulder Strip    Foam Padded Straps    Size-(Hxlxw) Cm-(46x34x18) Cm   ,"  Is Discontinued By Manufacturer:No   Product Dimensions:33 x 17.8 x 45.7 cm; 899 Grams   Date First Available:11 May 2017   Manufacturer:Uber Fashion Merchandise Pvt. Ltd.   ASIN:B071VNWC1C   Item model number:Uber01018   Country of Origin:India   Department:Unisex-adult   Manufacturer:Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590   Packer:Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560078   Item Weight:899 g   Item Dimensions LxWxH:33 x 17.8 x 45.7 Centimeters   Net Quantity:1 count   Included Components:Pack of 1 Backpack   Generic Name:Backpack  ",B071VNWC1C,No
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),"  Made with Love in India.    Constructed Using Water Repellant High Quality Polyester & top-notch Hardware.    Extremely Slim, Intelligent Design - Easy to Handle, yet Ample Space for Daily Essentials    Well Padded Laptop Compartment, Designed for Laptops with Screen Size Between 14 to 15.6 Inches.    Carry Using the Grab Handles or On-Shoulder using the Included, Comfortable Shoulder Strap.   ","  Is Discontinued By Manufacturer:No   Product Dimensions:43 x 29 x 6.5 cm; 430 Grams   Date First Available:19 August 2018   Manufacturer:Protecta Inc   ASIN:B07GNCRCP4   Item model number:BBK0105IP04   Country of Origin:India   Department:Unisex   Manufacturer:Protecta Inc   Packer:Protecta Inc - Np. 3, First Floor, Plot No. 6, Dan Udyog Sahkari Sangh Ltd, Piparia, Silvassa 396402   Item Weight:430 g   Item Dimensions LxWxH:43 x 29 x 6.5 Centimeters   Net Quantity:1 Unit   Included Components:1 Laptop Bag   Generic Name:Laptop Bag  ",B07GNCRCP4,No
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,"  Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester    Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.    Utility: Office, College, School, Camping, Weekend trip, Day trip    Accessories shown in the picture are not part of the bag.    Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant   ","  Is Discontinued By Manufacturer:No   Product Dimensions:16 x 29 x 45 cm; 290 Grams   Date First Available:28 August 2018   Manufacturer:Rushi Enterprise   ASIN:B07GXYHFCY   Item model number:CLASY-SKY BLU   Country of Origin:India   Department:Unisex Kids   Manufacturer:Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876   Packer:Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876   Item Weight:290 g   Item Dimensions LxWxH:16 x 29 x 45 Centimeters   Net Quantity:1 Count   Included Components:Laptop School Backpack   Generic Name:School Backpack  ",B07GXYHFCY,No
"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women","  Closure: Zipper    INNOVATIVE DESIGN: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. The all new Informal is a versatile semi-formal laptop bag handcrafted to accommodate all your professional belongings. Material of Laptop Messenger Bag is Premium Canvas which is waterproof, YKK Zippers and Comfortable shoulder strap and grabs handles.    SPACIOUS: 2 compartments for up to a 15” laptop or tablet, hard disk, file, notebook, cheque book and other documents. 3 internal open pockets for a mobile phone, charger or a power bank and other utilities. 1 quick-access vertical zipper in the front.    TRAVEL FRIENDLY: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.    COMPATIBLE for all the major brands of 15.6"" Laptops    MADE IN INDIA with 1 Yr Warranty   ","  Product Dimensions:50 x 36.4 x 9 cm; 460 Grams   Date First Available:15 September 2019   Manufacturer:AirCase   ASIN:B07X6DV3VM   Item model number:C25   Country of Origin:India   Department:Unisex-adult   Manufacturer:AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302   Packer:Istuff365, Godown No.H-3, Dharam Complex, Thane-421302   Item Weight:460 g   Item Dimensions LxWxH:50 x 36.4 x 9 Centimeters   Net Quantity:1 Unit   Included Components:1 Laptop Sleeve   Generic Name:Laptop Sleeve  ",B07X6DV3VM,AirCase
ADISA Women's Sling Bag,  Material: Faux Leather | Dimensions: 6.00H x 8.50L x 3.50W cm    Closure Type: Magnetic | Strap Type: Cross-Body; 2 Compartments; 1 Pocket    Care Instructions: Keep It Stuffed When Not In Use To Avoid Wrinkles.; Inner Material Type: Polyester    Outer Material Type: Polyurethane; Occasion Type: Casual    Age Range Description: Adult   ,"  Product Dimensions:21.59 x 7.62 x 15.24 cm; 350 Grams   Date First Available:17 June 2018   Manufacturer:ADISA   ASIN:B07DVM41CW   Item model number:SL5013   Country of Origin:India   Department:Women   Manufacturer:ADISA, careadisa@gmail.com   Item Weight:350 g   Item Dimensions LxWxH:21.6 x 7.6 x 15.2 Centimeters   Net Quantity:1.00 count   Included Components:Sling Bag   Generic Name:Sling Bag  ",B07DVM41CW,ADISA
